Permit #,query,status,matched_address,lat,lon
113534,1950 NEWTOWN PIKE,Match,"1950 NEWTOWN PIKE, LEXINGTON, KY, 40511",38.096031127543,-84.486164630773
111114,1720 FITZGERALD CT,Match,"1720 FITZGERALD CT, LEXINGTON, KY, 40509",38.025057005656,-84.410939463755
102882,1205 E. NEW CIRCLE RD,Match,"1205 E NEW CIRCLE RD, LEXINGTON, KY, 40505",38.03209214988,-84.452827905418
107094,413 N.W NEW CIRCLE RD,Match,"413 NW NEW CIRCLE RD, LEXINGTON, KY, 40511",38.071512147002,-84.477451266636
107093,101 WEST VINE STREET,Match,"101 W VINE ST, LEXINGTON, KY, 40507",38.045804784001,-84.497959483844
109032,1109 VERSAILLES RD,Match,"1109 VERSAILLES RD, LEXINGTON, KY, 40508",38.050132987093,-84.517311678926
115952,1162 CAYWOOD DR,Match,"1162 CAYWOOD DR, LEXINGTON, KY, 40504",38.056049832553,-84.552618451164
107092,903 MANCHESTER ST,Match,"903 MANCHESTER ST, LEXINGTON, KY, 40508",38.052790753117,-84.509393040884
112694,"101 W. LOUDON AVE, C-10",Match,"101 W LOUDON AVE, LEXINGTON, KY, 40508",38.057365606284,-84.481536626574
119086,990 STAR SHOOT PARKWAY,Match,"990 STAR SHOOT PKWY, LEXINGTON, KY, 40509",38.022550031756,-84.426905364956
113769,4097 NICHOLS PARK DR.,Match,"4097 NICHOLS PARK, LEXINGTON, KY, 40503",37.978500948227,-84.533464826196
115706,867 E. HIGH STREET,Match,"867 E HIGH ST, LEXINGTON, KY, 40502",38.028565879026,-84.490165109396
111107,244 VERSAILLES RD.,Match,"244 VERSAILLES RD, FRANKFORT, KY, 40601",38.201624931301,-84.832479933783
112433,200 WEST MAIN STREET,Match,"200 W MAIN ST, LEXINGTON, KY, 40507",38.047166005423,-84.498002078022
103740,720 BRYAN AVE,Match,"720 BRYAN AVE, LEXINGTON, KY, 40505",38.056653149541,-84.481695532967
111585,404 SPORTING COURT,Match,"404 SPORTING CT, LEXINGTON, KY, 40503",37.997159203978,-84.533302965899
111584,101 W. LOUDON STREET,Match,"101 W LOUDON AVE, LEXINGTON, KY, 40508",38.057365606284,-84.481536626574
109043,4801 ATHENS - BOONEBORO RD,Match,"4801 ATHENS BOONESBORO RD, LEXINGTON, KY, 40509",37.973520792587,-84.408010553167
114611,367 W. SHORT ST,Match,"367 W SHORT ST, LEXINGTON, KY, 40507",38.049198572691,-84.498746736691
111594,110 CYNTHIA DR,Match,"110 CYNTHIA DR, NICHOLASVILLE, KY, 40356",37.956836229859,-84.536168282682
101313,362 E MAIN STREET,Match,"362 E MAIN ST, LEXINGTON, KY, 40507",38.042357802935,-84.492599173816
101799,915 BYARS AVE,Match,"915 BYARS AVE, LEXINGTON, KY, 40505",38.043895054277,-84.469686898525
114609,2000 PARKERS MILL RD.,Match,"2000 PARKERS MILL RD, LEXINGTON, KY, 40504",38.035525296047,-84.566151462105
111334,500 EUCLID AVENUE,Match,"500 EUCLID AVE, LEXINGTON, KY, 40502",38.034272928699,-84.495896436278
110000,1865 WICLAND,Match,"1865 WICKLAND DR, LEXINGTON, KY, 40505",38.067022990708,-84.45290881685
110484,3553 GALAHADE DRIVE,Match,"3553 GALAHAD DR, LEXINGTON, KY, 40517",37.982346503757,-84.511505920089
112420,2106 SIR BARTON WAY,Match,"2106 SIR BARTON WAY, LEXINGTON, KY, 40509",38.020476153827,-84.418490673078
115934,861 EASTMONT RD,Match,"861 EASTMONT RD, LEXINGTON, KY, 40509",38.029840683718,-84.441698677494
110251,"1801 ALEXANDRIA DR, STE. 164",Match,"1801 ALEXANDRIA DR, LEXINGTON, KY, 40504",38.036272089506,-84.551366449014
102856,537 CLAYMONT DR,Match,"537 CLAYMONT DR, LEXINGTON, KY, 40503",38.012511848705,-84.535563309941
115929,2033 BRYANT RD,Match,"2033 BRYANT RD, LEXINGTON, KY, 40509",38.017901308615,-84.41026860108
113742,854 E. LOUDON AVE,Match,"854 E LOUDON AVE, LEXINGTON, KY, 40505",38.043245041749,-84.466603998792
114830,535 WALLER AVE.,Match,"535 WALLER AVE, LEXINGTON, KY, 40504",38.032998131026,-84.522726193527
113984,274 E. NEW CIRCLE ROAD,Match,"274 E NEW CIRCLE RD, LEXINGTON, KY, 40505",38.060660024269,-84.465635954817
114836,4371 OLD HARRODSBURG RD STE.,Match,"4371 OLD HARRODSBURG RD, LEXINGTON, KY, 40513",37.996305876542,-84.58463320306
101773,1200 MANCHESTER ST,Match,"1200 MANCHESTER ST, LEXINGTON, KY, 40504",38.056393597145,-84.518840474174
103713,556 COLUMBIA AVE,Match,"556 COLUMBIA AVE, LEXINGTON, KY, 40508",38.030826798178,-84.497313644959
102625,5532 ATHENS-BOONESBORO RD,Match,"5532 ATHENS BOONESBORO RD, LEXINGTON, KY, 40509",37.961607174089,-84.38691885839
110068,436 CHAIR AVE,Match,"436 CHAIR AVE, LEXINGTON, KY, 40508",38.043721745294,-84.508734794448
102441,1055 INDUSTRY RD,Match,"1055 INDUSTRY RD, LEXINGTON, KY, 40505",38.044327985718,-84.460611347645
110067,"3401 NICHOLASVILLE RD, SPACE T - 101",Match,"3401 NICHOLASVILLE RD, LEXINGTON, KY, 40503",37.98845683202,-84.525168704428
116843,1424 ALEXANDRIA DR,Match,"1424 ALEXANDRIA DR, LEXINGTON, KY, 40504",38.048181027809,-84.552054557969
116842,1489 ALEXANDRIA DR,Match,"1489 ALEXANDRIA DR, LEXINGTON, KY, 40504",38.047067809006,-84.552026215619
116602,2626 RICHMOND RD.,Match,"2626 RICHMOND RD, LEXINGTON, KY, 40509",38.010529775988,-84.456239315621
116846,245 LEXINGTON GREEN CIRCLE,Match,"245 LEXINGTON GREEN CIR, LEXINGTON, KY, 40503",37.994162993177,-84.526453215042
115517,559 S. LIMESTONE AVE.,Match,"559 S LIMESTONE ST, LEXINGTON, KY, 40508",38.039099419894,-84.506809120238
101109,2504 LARKIN RD,Match,"2504 LARKIN RD, LEXINGTON, KY, 40503",38.000108417604,-84.515630094385
115521,1009 GEORGETOWN RD.,Match,"1009 GEORGETOWN RD, LEXINGTON, KY, 40511",38.076490444432,-84.506756020703
102674,550 W 6TH ST,Match,"550 W 6TH ST, LEXINGTON, KY, 40508",38.059246796551,-84.492268897018
102438,114 CHURCH STREET,Match,"114 CHURCH ST, LEXINGTON, KY, 40507",38.047518360342,-84.495781602189
113568,100 MALABU DR.,Match,"100 MALABU DR, LEXINGTON, KY, 40503",38.00333328313,-84.519316140454
113566,201 OWSLEY,Match,"201 OWSLEY AVE, LEXINGTON, KY, 40502",38.033920507916,-84.477399043301
116832,3543 OLYMPIA RD,Match,"3543 OLYMPIA RD, LEXINGTON, KY, 40517",37.982611118174,-84.487260636979
114897,1247 ALEXANDRIA DR,Match,"1247 ALEXANDRIA DR, LEXINGTON, KY, 40504",38.052909067809,-84.552766972612
114898,443 S. ASHLAND AVE.,Match,"443 S ASHLAND AVE, LEXINGTON, KY, 40502",38.029631000244,-84.492348088261
115988,5350 ATHENS BOONSEBORO ROAD,Match,"5350 ATHENS BOONESBORO RD, LEXINGTON, KY, 40509",37.96441846759,-84.391814432032
114418,472 SOUTHLAND DR,Match,"472 SOUTHLAND DR, LEXINGTON, KY, 40503",38.019791482611,-84.52808523384
111153,1825 LITTLE HERB WAY,Match,"1825 LITTLE HERB WAY, LEXINGTON, KY, 40509",38.027208174189,-84.407957963925
111154,757 E. NEW CIRCLE RD,Match,"757 E NEW CIRCLE RD, LEXINGTON, KY, 40505",38.047275133056,-84.453833929327
112225,1621 LINDY LANE,Match,"1621 LINDY LN, LEXINGTON, KY, 40505",38.038816611303,-84.463865502957
113556,120 WEST SECOND STREET,Match,"120 W 2ND ST, LEXINGTON, KY, 40507",38.048361875101,-84.494657971248
112223,701 NATIONAL AVE,Match,"701 NATIONAL AVE, LEXINGTON, KY, 40502",38.041125258654,-84.480023072579
101573,2500 POLO CLUB BLVD,Match,"2500 POLO CLUB BLVD, LEXINGTON, KY, 40509",38.02834738961,-84.410403208535
112464,139 E. NEW CIRCLE RD.,Match,"139 E NEW CIRCLE RD, LEXINGTON, KY, 40505",38.064216833859,-84.468819698536
115735,1920 STANTON WAY,Match,"1920 STANTON WAY, LEXINGTON, KY, 40511",38.100991916583,-84.482006885735
110054,3197 CLAY MILLS RD,Match,"3197 CLAYS MILL RD, LEXINGTON, KY, 40503",38.001688993296,-84.545591078081
103743,507 ROGERS RD,Match,"507 ROGERS RD, LEXINGTON, KY, 40505",38.08463301506,-84.45241747003
102415,4101 TATES CREEK CENTER DR,Match,"4101 TATES CREEK CENTRE DR, LEXINGTON, KY, 40517",37.96993417395,-84.497580956576
101568,262 N LIMESTONE,Match,"262 N LIMESTONE ST, LEXINGTON, KY, 40507",38.049200172932,-84.492909653423
101341,723 NATIONAL AVENUE,Match,"723 NATIONAL AVE, LEXINGTON, KY, 40502",38.04084316752,-84.479518339381
116810,101 W LOUDON,Match,"101 W LOUDON AVE, LEXINGTON, KY, 40508",38.057365606284,-84.481536626574
113551,101 W. LOUDON AVE.,Match,"101 W LOUDON AVE, LEXINGTON, KY, 40508",38.057365606284,-84.481536626574
117733,559 S LIMESTONE,Match,"559 S LIMESTONE ST, LEXINGTON, KY, 40508",38.039099419894,-84.506809120238
118822,3695 NICHOLASVILLE RD,Match,"3695 NICHOLASVILLE RD, LEXINGTON, KY, 40503",37.984367849088,-84.526983299773
115561,1174 MANCHESTER ST.,Match,"1174 MANCHESTER ST, LEXINGTON, KY, 40508",38.055103895476,-84.515325577471
116651,3695 NICHOLASVILLE RD.,Match,"3695 NICHOLASVILLE RD, LEXINGTON, KY, 40503",37.984367849088,-84.526983299773
116653,690 MASON HEADLEY ROAD,Match,"690 MASON HEADLEY RD, LEXINGTON, KY, 40504",38.035686246651,-84.528539788259
107924,944 DEPORRES AVE,Match,"944 DE PORRES AVE, LEXINGTON, KY, 40511",38.070820797285,-84.508513419443
112054,2519 REGENCY RD,Match,"2519 REGENCY RD, LEXINGTON, KY, 40503",38.00227593794,-84.524531205053
103325,427 REDDING RD,Match,"427 REDDING RD, LEXINGTON, KY, 40517",37.984121714136,-84.496791697576
112292,"101 W. LOUDON AVE, D12",Match,"101 W LOUDON AVE, LEXINGTON, KY, 40508",38.057365606284,-84.481536626574
112038,443 S. ASHLAND AVE,Match,"443 S ASHLAND AVE, LEXINGTON, KY, 40502",38.029631000244,-84.492348088261
101164,937 WINCHESTER RD,Match,"937 WINCHESTER RD, LEXINGTON, KY, 40505",38.041854436926,-84.469507367837
103583,1205 VERSAILLES RD,Match,"1205 VERSAILLES RD, LEXINGTON, KY, 40508",38.050081580313,-84.51909123066
115786,2630 RICHMOND RD,Match,"2630 RICHMOND RD, LEXINGTON, KY, 40509",38.010454529469,-84.456153190106
115787,2925 RICHMOND RD.,Match,"2925 RICHMOND SRD, LEXINGTON, KY, 40509",38.005183915816,-84.448845496175
115788,502 W. SECOND STREET,Match,"502 W 2ND ST, LEXINGTON, KY, 40508",38.053704205066,-84.500611030156
114217,1840 BRYAN STATION RD,Match,"1840 BRYAN STATION RD, LEXINGTON, KY, 40505",38.064345570953,-84.451602804602
114462,2409 MEMBERS WAY,Match,"2409 MEMBERS WAY, LEXINGTON, KY, 40504",38.020050154818,-84.547390613054
114222,1485 LEESTOWN RD.,Match,"1485 LEESTOWN RD, LEXINGTON, KY, 40511",38.065428332815,-84.52301156885
105997,3316 BIG BEND CT,Match,"3316 BIG BEND CT, LEXINGTON, KY, 40517",37.984454368203,-84.463840324096
105518,740 NATIONAL AVE,Match,"740 NATIONAL AVE, LEXINGTON, KY, 40502",38.040518914481,-84.479189580386
101370,780 N LIMESTONE STREET,Match,"780 N LIMESTONE ST, LEXINGTON, KY, 40508",38.05645961763,-84.482630783701
118809,1144 WINBURN DRIVE,Match,"1144 WINBURN DR, LEXINGTON, KY, 40511",38.0892128177,-84.474887261569
113115,2092 TWAIN RIDGE DR.,Match,"2092 TWAIN RIDGE DR, LEXINGTON, KY, 40514",37.99224331258,-84.580213150133
114686,1389 ALEXANDRIAA DR.,Match,"1389 ALEXANDRIA DR, LEXINGTON, KY, 40504",38.049249076274,-84.552362303695
115537,810 OVRBROOK CIR,Match,"810 OVERBROOK CIR, LEXINGTON, KY, 40502",37.99536460795,-84.49849521577
118804,110 WEST 6TH STREET,Match,"110 W 6TH ST, LEXINGTON, KY, 40508",38.05420704271,-84.48681698006
107909,610 ROGERS RD,Match,"610 ROGERS RD, LEXINGTON, KY, 40505",38.086851822312,-84.454220152432
114691,127 W. TIVERTON WAY,Match,"127 W TIVERTON WAY, LEXINGTON, KY, 40503",37.981152821875,-84.53132802812
114695,3348 DOWNING PL.,Match,"3348 DOWNING PL, LEXINGTON, KY, 40517",37.981111417601,-84.504371924435
117721,1640 SUMMERHILL DR,Match,"1640 SUMMERHILL DR, LEXINGTON, KY, 40515",37.969722018846,-84.46258611332
113122,179 WINSTONE AVE,Match,"179 WINSTON AVE, LEXINGTON, KY, 40505",38.070139120723,-84.456167647186
113120,224 ELLIS PK,Match,"224 ELLIS PARK, LEXINGTON, KY, 40516",38.071841798213,-84.449289248032
117709,3120 PIMLICO PKWY,Match,"3120 PIMLICO PKWY, LEXINGTON, KY, 40517",37.986437602225,-84.46117919731
101380,153 CARLISLE AVE,Match,"153 CARLISLE AVE, LEXINGTON, KY, 40505",38.060026930174,-84.474887834306
113108,3376 EMERSON WOODS,Match,"3376 EMERSON WOODS WAY, LEXINGTON, KY, 40517",37.981479216521,-84.502269769235
103560,812 EUCLID AVE,Match,"812 EUCLID AVE, LEXINGTON, KY, 40502",38.030091513591,-84.491188334678
111168,3840 FOREST GREEN DR,Match,"3840 FOREST GREEN DR, LEXINGTON, KY, 40517",37.968913094029,-84.504271998608
111169,1281 VILLAGE DR,Match,"1281 VILLAGE DR, LEXINGTON, KY, 40504",38.050743817082,-84.550575823049
104650,63 IMPERIAL AVE,Match,"63 IMPERIAL AVE, LEXINGTON, KY, 40511",38.072300572388,-84.499358799526
103563,1650 BRYAN STATION RD,Match,"1650 BRYAN STATION RD, LEXINGTON, KY, 40505",38.060545619244,-84.46321099488
114437,573 ELM TREE LANE,Match,"573 ELM TREE LN, LEXINGTON, KY, 40508",38.050572976099,-84.483155741212
115527,1916 PAVILLION WAY,Match,"1916 PAVILION WAY, LEXINGTON, KY, 40509",38.021202372991,-84.417759027171
113112,476 ROSE ST,Match,"476 ROSE ST, LEXINGTON, KY, 40508",38.035940482458,-84.502333558723
107910,162 N. HANOVER AVE,Match,"162 N HANOVER AVE, LEXINGTON, KY, 40502",38.036104215704,-84.48045006445
105554,2520 NICHOLASVILLE RD,Match,"2520 NICHOLASVILLE RD, LEXINGTON, KY, 40503",37.999616237619,-84.520569354664
102046,618 PINE RIDGE RD,Match,"618 PINE ST, LEXINGTON, KY, 40508",38.047388825514,-84.507748478619
107972,2208 CHYLEEN DR.,Match,"2208 CHYLEEN DR, LEXINGTON, KY, 40505",38.08507372749,-84.459600195436
114268,2325 WOODHILL DR,Match,"2325 WOODHILL DR, LEXINGTON, KY, 40509",38.017628728731,-84.455657235058
118624,107 W SHORT ST,Match,"107 W SHORT ST, LEXINGTON, KY, 40507",38.047069799928,-84.496349410075
118633,1224 MANCHESTER ST,Match,"1224 MANCHESTER ST, LEXINGTON, KY, 40504",38.056829809811,-84.519962952302
116695,125 CODELL RD.,Match,"125 CODELL DR, LEXINGTON, KY, 40509",38.01227529482,-84.452317836305
114277,2050 VERSAILLES RD,Match,"2050 VERSAILLES RD, LEXINGTON, KY, 40504",38.04755635786,-84.54215829836
114036,200 LIVERPOOL,Match,"200 LIVERPOOL RD, LEXINGTON, KY, 40504",38.055940118311,-84.547380364345
102036,1060 CHINOE RD,Match,"1060 CHINOE RD, LEXINGTON, KY, 40502",37.997769521367,-84.48071491237
106635,1170 MANCHESTER ST,Match,"1170 MANCHESTER ST, LEXINGTON, KY, 40508",38.055061393962,-84.515217882983
103381,2700 MAN O WAR BLVD,Match,"2700 MAN O WAR BLVD, LEXINGTON, KY, 40515",37.976037220129,-84.529968565852
102056,135 W MAIN STREET,Match,"135 W MAIN ST, LEXINGTON, KY, 40507",38.046669913584,-84.497269125243
115588,1511 RUSSELL CAVE RD.,Match,"1511 RUSSELL CAVE RD, LEXINGTON, KY, 40505",38.071357082411,-84.476418958314
116677,630 E. MAIN ST.,Match,"630 E MAIN ST, LEXINGTON, KY, 40508",38.036890823751,-84.486426452405
117527,109 WEST 6TH ST,Match,"109 W 6TH ST, LEXINGTON, KY, 40508",38.054279831268,-84.486704583664
118855,1230 EASTLAND DR,Match,"1230 EASTLAND DR, LEXINGTON, KY, 40505",38.045778409913,-84.457822232858
114262,405 PENNSYLVANIA CT,Match,"405 PENNSYLVANIA CT, LEXINGTON, KY, 40508",38.034883222517,-84.500316887462
117771,1388 ALEXANDRIA DR,Match,"1388 ALEXANDRIA DR, LEXINGTON, KY, 40504",38.049258072265,-84.552217236359
117531,719 ALLENDALE DR.,Match,"719 ALLENDALE DR, LEXINGTON, KY, 40503",38.027645724187,-84.534606860546
118863,2895 RICHMOND ROAD,Match,"2895 RICHMOND SRD, LEXINGTON, KY, 40509",38.006385452582,-84.449825581799
104469,2000 WINCHESTER RD,Match,"2000 WINCHESTER RD, LEXINGTON, KY, 40505",38.041112401868,-84.437435583821
107736,405 BRECKINRIDGE ST,Match,"405 BRECKENRIDGE ST, LEXINGTON, KY, 40508",38.05011615883,-84.479915005329
105798,2536 LARKIN RD,Match,"2536 LARKIN RD, LEXINGTON, KY, 40503",37.999683414232,-84.516832287996
107735,2020 ARMSTRONG MILL RD,Match,"2020 ARMSTRONG MILL RD, LEXINGTON, KY, 40515",37.969905781952,-84.472184821452
109912,107 W. SHORT ST,Match,"107 W SHORT ST, LEXINGTON, KY, 40507",38.047069799928,-84.496349410075
103595,139 ALAMO DR,Match,"139 ALAMO DR, GEORGETOWN, KY, 40324",38.157665496002,-84.540051311217
103594,601 NORTH LIMESTONE,Match,"601 N LIMESTONE ST, LEXINGTON, KY, 40508",38.053963579322,-84.486377984416
106621,635 MAXWELTON CT,Match,"635 MAXWELTON CT, LEXINGTON, KY, 40508",38.036481780298,-84.509231642646
106620,760 PRESS AVE,Match,"760 PRESS AVE, LEXINGTON, KY, 40536",38.034841680038,-84.511479139046
118846,1729 COSTIGAN DRIVE,Match,"1729 COSTIGAN DR, LEXINGTON, KY, 40511",38.090728475912,-84.480778156063
118602,3100 TATES CREEK RD,Match,"3100 TATES CREEK RD, LEXINGTON, KY, 40502",38.005099933697,-84.495734112419
116429,428 SOUTHLAND DR.,Match,"428 SOUTHLAND DR, LEXINGTON, KY, 40503",38.018889195276,-84.527412852303
112077,825 NATIONAL AVE,Match,"825 NATIONAL AVE, LEXINGTON, KY, 40502",38.039294548406,-84.47707166237
103108,2800 WINCHESTER RD,Match,"2800 WINCHESTER RD, LEXINGTON, KY, 40509",38.039184880581,-84.408518461078
105780,2850 RICHMOND RD,Match,"2850 RICHMOND SRD, LEXINGTON, KY, 40509",38.007184534146,-84.452765149048
103122,1305 FINCASTLE RD,Match,"1305 FINCASTLE RD, LEXINGTON, KY, 40502",38.02880763396,-84.481795694754
102274,2305 SIR BARTON WAY,Match,"2305 SIR BARTON WAY, LEXINGTON, KY, 40509",38.024795670197,-84.423233966762
102276,115 W MAIN STREET,Match,"115 W MAIN ST, LEXINGTON, KY, 40507",38.046544988092,-84.49713031917
113146,1591 WINCHESTER RD.,Match,"1591 WINCHESTER RD, LEXINGTON, KY, 40505",38.042752109041,-84.450348592279
116655,115 E. NEW CIRCLE RD.,Match,"115 E NEW CIRCLE RD, LEXINGTON, KY, 40505",38.064899067255,-84.469522100513
116657,1321 ALEXANDRIA DR.,Match,"1321 ALEXANDRIA DR, LEXINGTON, KY, 40504",38.050580362972,-84.552516338986
115571,3130 CUSTER DR.,Match,"3130 CUSTER DR, LEXINGTON, KY, 40517",37.988914430144,-84.459132401179
117750,1045 A3 GEORGETOWN RD,Match,"1045 GEORGETOWN RD, LEXINGTON, KY, 40511",38.076918777892,-84.506936290489
114000,1382 BULL LEA RD,Match,"1382 BULL LEA RD, LEXINGTON, KY, 40511",38.084815696304,-84.497667919465
118843,1084 WHIPPLE CT,Match,"1084 WHIPPLE CT, LEXINGTON, KY, 40511",38.080715241553,-84.503167182362
118841,467 ERIE RD,Match,"467 ERIE RD, LEXINGTON, KY, 40511",38.072937104374,-84.512691802795
113396,134 JESSELIN DR.,Match,"134 JESSELIN DR, LEXINGTON, KY, 40503",38.010359061535,-84.514083175576
104142,155 N. LIMESTONE,Match,"155 N LIMESTONE ST, LEXINGTON, KY, 40507",38.047376539871,-84.495731643383
116127,223 ROSEMONT GARDEN,Match,"223 ROSEMONT GARDEN, LEXINGTON, KY, 40503",38.019505530168,-84.522136133925
110824,1912 SPRING ST DR,Match,"1912 SPRING STATION DR, LEXINGTON, KY, 40505",38.067302231888,-84.450757746076
103291,704 PASADENA DR,Match,"704 PASADENA DR, LEXINGTON, KY, 40503",38.014539035961,-84.545098698099
116131,428 SOUTHLAND,Match,"428 SOUTHLAND DR, LEXINGTON, KY, 40503",38.018889195276,-84.527412852303
115287,867 S. BROADWAY,Match,"867 S BROADWAY RD, LEXINGTON, KY, 40504",38.039814789729,-84.513786405666
115289,3094 RICHMOND RD,Match,"3094 RICHMOND RD, LEXINGTON, KY, 40509",38.003166194451,-84.448208813751
117467,225 PREAKNESS DR.,Match,"225 PREAKNESS DR, LEXINGTON, KY, 40516",38.074354043644,-84.446618259044
106315,161 LEXINGTON GREEN CIRCLE,Match,"161 LEXINGTON GREEN CIR, LEXINGTON, KY, 40503",37.992954800994,-84.523973904593
109842,607 N. LIMESTONE,Match,"607 N LIMESTONE ST, LEXINGTON, KY, 40508",38.054058983902,-84.486241749908
105482,724 NATIONAL AVENUE,Match,"724 NATIONAL AVE, LEXINGTON, KY, 40502",38.040724071669,-84.479556659076
109602,150 W. MAIN ST,Match,"150 W MAIN ST, LEXINGTON, KY, 40507",38.046931009644,-84.497748846659
106336,903 CHRIS DRIVE,Match,"903 CHRIS DR, NICHOLASVILLE, KY, 40356",37.926589548772,-84.478831963112
104158,160 AVE OF CHAMPIONS,Match,"160 AVE OF CHAMPIONS, LEXINGTON, KY, 40526",38.040688491462,-84.503039463729
109840,506 W. NEW CIRCLE RD,Match,"506 W NEW CIRCLE RD, LEXINGTON, KY, 40511",38.07201939257,-84.479947810151
111906,325 COLUMBIA TERRACE,Match,"325 COLUMBIA TER, LEXINGTON, KY, 40508",38.034884402637,-84.501349173757
111905,344 S MARTIN LUTHER KING BLVD,Match,"344 S MARTIN LUTHER KING BLVD, LEXINGTON, KY, 40508",38.040606469466,-84.501703732
117692,816 EUCLID AVENUE,Match,"816 EUCLID AVE, LEXINGTON, KY, 40502",38.030051068317,-84.491143472976
117215,161 N. LIMESTONE,Match,"161 N LIMESTONE ST, LEXINGTON, KY, 40507",38.047492459595,-84.495560264852
117214,2284 VERSAILLES RD.,Match,"2284 VERSAILLES RD, LEXINGTON, KY, 40504",38.046692697717,-84.551742900343
117679,4300 WINCHESTER ROAD,Match,"4300 WINCHESTER RD, LEXINGTON, KY, 40509",38.029621888315,-84.35627362724
118771,3076 MAJESTIC VIEW WALK,Match,"3076 MAJESTIC VIEW WALK, LEXINGTON, KY, 40511",38.104886055687,-84.538647053142
116599,1951 N. BROADWAY,Match,"1951 N BROADWAY RD, LEXINGTON, KY, 40505",38.075075736074,-84.457766286583
106779,866 MALABU,Match,"866 MALABU DR, LEXINGTON, KY, 40502",37.992121431813,-84.496542163781
104115,105 N MILL ST,Match,"105 N MILL ST, LEXINGTON, KY, 40507",38.048215716998,-84.498887432701
104358,1801 ALEXANDRIA DR,Match,"1801 ALEXANDRIA DR, LEXINGTON, KY, 40504",38.036272089506,-84.551366449014
117680,260 CROSSFIELD DR.,Match,"260 CROSSFIELD DR, VERSAILLES, KY, 40383",38.057410090166,-84.712284145394
105461,695 VINCENT WAY,Match,"695 VINCENT WAY, LEXINGTON, KY, 40503",37.998684892094,-84.5469746734
115007,3805 BROOKDALE CIR.,Match,"3805 BROOKDALE CIR, LEXINGTON, KY, 40514",37.97341943213,-84.550663627982
118524,100 W LOUDON AVE,Match,"100 W LOUDON AVE, LEXINGTON, KY, 40508",38.057288921121,-84.481644768781
117435,3801 MALL RD,Match,"3801 MALL RD, LEXINGTON, KY, 40503",37.985253300986,-84.530712605953
112806,582 OLD FRANKFORT PIKE,Match,"582 OLD FRANKFORT PIKE, MIDWAY, KY, 40347",38.130607402623,-84.720730093088
104180,987 WINCHESTER RD,Match,"987 WINCHESTER RD, LEXINGTON, KY, 40505",38.041985851814,-84.467987525442
117264,109 CONSTITUTION,Match,"109 CONSTITUTION ST, LEXINGTON, KY, 40507",38.048596391942,-84.493452604273
115088,962 DELAWARE AVE.,Match,"962 DELAWARE AVE, LEXINGTON, KY, 40505",38.03965770687,-84.47215289431
117265,410 GEORGETOWN RD,Match,"410 GEORGETOWN RD, LEXINGTON, KY, 40508",38.061333997144,-84.501467215466
119200,1510 NEWTOWN PIKE,Match,"1510 NEWTOWN PIKE, LEXINGTON, KY, 40511",38.087028286874,-84.489634954236
100817,158 E NEW CIRCLE RD,Match,"158 E NEW CIRCLE RD, LEXINGTON, KY, 40505",38.063654503918,-84.468623125494
117269,730 NATIONAL AVE,Match,"730 NATIONAL AVE, LEXINGTON, KY, 40502",38.040647137724,-84.479419004567
118115,975 E NEW CIRCLE,Match,"975 E NEW CIRCLE RD, LEXINGTON, KY, 40505",38.03873615736,-84.4542852638
108537,451 HARBISON RD,Match,"451 HARBISON RD, LEXINGTON, KY, 40511",38.077987025011,-84.524736057236
108538,1312 RUSSELL CAVE,Match,"1312 RUSSELL CAVE RD, LEXINGTON, KY, 40505",38.069474532188,-84.47902549697
115082,3180 RICHMOND ROAD,Match,"3180 RICHMOND RD, LEXINGTON, KY, 40509",38.001432465282,-84.446394549313
118351,2450 POLO CLUB BLVD,Match,"2450 POLO CLUB BLVD, LEXINGTON, KY, 40509",38.029194852788,-84.411272892319
108539,740 W. NEW CIRCLE,Match,"740 W NEW CIRCLE RD, LEXINGTON, KY, 40511",38.073357419009,-84.487867818728
115083,2409 ELDERBERRY CT 2,Match,"2409 ELDERBERRY CT, LEXINGTON, KY, 40509",38.019713682096,-84.452384870977
109402,1412 HIGH LAWN AVE,Match,"1412 HIGHLAWN AVE, LEXINGTON, KY, 40505",38.060567132194,-84.47048369867
106375,4037 SWEETSPIRE DR,Match,"4037 SWEETSPIRE DR, LEXINGTON, KY, 40514",37.96794641999,-84.546202901112
106132,2211 ELKHORN RD,Match,"2211 ELKHORN RD, LEXINGTON, KY, 40505",38.045164158536,-84.42296391944
109646,949 ST. MARTINS AVE,Match,"949 ST MARTINS AVE, LEXINGTON, KY, 40511",38.071054128898,-84.513491965435
109400,312 HERMITAGE DR,Match,"312 HERMITAGE DR, LEXINGTON, KY, 40505",38.067387698273,-84.451835004577
106377,1066 E NEW CIRCLE RD,Match,"1066 E NEW CIRCLE RD, LEXINGTON, KY, 40505",38.036590228398,-84.45442258778
117255,2396 WOODHILL DR.,Match,"2396 WOODHILL DR, LEXINGTON, KY, 40509",38.017038221186,-84.453623430216
117017,2540 TREELINE WAY,Match,"2540 TREELINE WAY, LEXINGTON, KY, 40509",38.021355917614,-84.440834402889
106129,1904 WILLIAMSBURG RD,Match,"1904 WILLIAMSBURG RD, LEXINGTON, KY, 40504",38.035969083852,-84.561951600095
103074,185 PASADENA DRIVE,Match,"185 PASADENA DR, LEXINGTON, KY, 40503",38.004560893918,-84.522340070843
106582,922 DETROIT AVE,Match,"922 DETROIT AVE, LEXINGTON, KY, 40505",38.04117400934,-84.471186301457
